Year,community ,news_article_text,Positive Representation (%),Neutral Representation (%),Negative Representation (%),Media Platform,Label
2007,asian,1833,25.06,37.54,37.39,washington post,asian_washington post_
2007,african,1028,28.7,35.83,35.47,hindu,african_the hindu_
2007,european,3201,40.77,36.47,22.76,times,european_the times_
2007,asian,2482,23.24,35.04,41.72,reuters,asian_reuters_
2007,indigenous,807,34.28,32.88,32.84,nbc news,indigenous_nbc news_
2007,african,1323,34.2,38.33,27.47,associated press,african_associated press_
2007,asian,3428,24.41,47.66,27.93,bloomberg,asian_bloomberg_
2007,african,2492,58.88,38.95,2.17,bbc,african_bbc_
2007,european,3763,18.21,25.66,56.13,guardian,european_the guardian_
2007,hispanic,1783,35.87,26.29,37.84,cbs news,hispanic_cbs news_
2007,middle eastern,2354,59.94,49.47,-9.41,washington post,middle eastern_washington post_
2007,middle eastern,3239,21.54,25.79,52.67,al jazeera,middle eastern_al jazeera_
2007,middle eastern,2978,18.29,40.91,40.79,nbc news,middle eastern_nbc news_
2007,middle eastern,4809,59.5,25.13,15.37,le monde,middle eastern_le monde_
2007,indigenous,3890,49.89,40.03,10.08,deutsche welle,indigenous_deutsche welle_
2007,indigenous,590,11.78,39.11,49.11,times,indigenous_the times_
2007,european,2042,13.28,32.38,54.34,bbc,european_bbc_
2007,african,4874,25.58,39.24,35.18,cbs news,african_cbs news_
2007,hispanic,2315,26.7,29.81,43.49,cnn,hispanic_cnn_
2007,asian,1082,23.25,29.04,47.71,times,asian_the times_
2007,indigenous,4832,53.34,23.4,23.26,nbc news,indigenous_nbc news_
2007,european,4773,14,44.27,41.73,cnn,european_cnn_
2007,hispanic,2273,13.92,38.83,47.25,hindu,hispanic_the hindu_
2007,european,3724,47.25,26.88,25.88,guardian,european_the guardian_
2007,indigenous,1022,25.79,27.67,46.54,ny times,indigenous_ny times_
2007,indigenous,2717,59.06,40.36,0.58,cnn,indigenous_cnn_
2007,indigenous,1469,25,22.54,52.46,associated press,indigenous_associated press_
2007,asian,3543,10.33,23.19,66.49,nbc news,asian_nbc news_
2007,asian,4696,30.97,30.18,38.85,reuters,asian_reuters_
2007,african,4078,59.24,23.61,17.15,bloomberg,african_bloomberg_
2007,european,3720,41.53,25.36,33.11,guardian,european_the guardian_
2007,asian,2240,25.78,48.65,25.57,nbc news,asian_nbc news_
2007,european,3060,10.62,30.04,59.35,associated press,european_associated press_
2007,middle eastern,4365,16.89,27.11,56,cnn,middle eastern_cnn_
2007,european,2949,24.9,48.47,26.63,cbs news,european_cbs news_
2007,european,3544,57.9,41.3,0.8,bloomberg,european_bloomberg_
2007,african,1642,45.29,33.49,21.21,nbc news,african_nbc news_
2007,asian,3589,36.38,25.09,38.52,ny times,asian_ny times_
2007,european,4051,17.13,48.92,33.95,associated press,european_associated press_
2007,indigenous,3888,49.11,30.3,20.6,associated press,indigenous_associated press_
2007,hispanic,1429,31.74,20.97,47.3,bloomberg,hispanic_bloomberg_
2007,asian,4794,10.05,28.07,61.87,cnn,asian_cnn_
2007,african,3309,22.43,25.29,52.27,bloomberg,african_bloomberg_
2007,african,1994,42.5,37.93,19.57,cbs news,african_cbs news_
2007,indigenous,3829,28.59,37.85,33.55,cbs news,indigenous_cbs news_
2007,hispanic,4114,20.6,23.06,56.34,hindu,hispanic_the hindu_
2007,african,533,39.15,29.5,31.35,washington post,african_washington post_
2007,middle eastern,1765,28.56,26.44,44.99,times,middle eastern_the times_
2007,middle eastern,1024,19.14,32.09,48.77,deutsche welle,middle eastern_deutsche welle_
2007,european,4726,14.89,46.74,38.37,cnn,european_cnn_
2007,middle eastern,4503,18.87,23.67,57.46,bloomberg,middle eastern_bloomberg_
2007,european,2109,36.28,46.79,16.92,times,european_the times_
2007,european,4313,22.5,33.55,43.95,fox news,european_fox news_
2007,european,4230,37.45,28.18,34.38,washington post,european_washington post_
2007,indigenous,3579,31.2,39.95,28.85,bbc,indigenous_bbc_
2007,middle eastern,648,38.36,22.62,39.02,cbs news,middle eastern_cbs news_
2007,indigenous,969,24.5,49.12,26.37,reuters,indigenous_reuters_
2007,european,3286,31.12,47.88,21,abc news,european_abc news_
2007,asian,1963,53.49,46.85,-0.34,nbc news,asian_nbc news_
2007,african,1163,34.26,48.84,16.9,le monde,african_le monde_
2007,african,3489,54.31,20.37,25.32,times,african_the times_
2007,european,3413,17.19,43.64,39.18,guardian,european_the guardian_
2007,african,4828,37.97,36.31,25.72,nbc news,african_nbc news_
2007,indigenous,1299,49.09,35.29,15.62,washington post,indigenous_washington post_
2007,asian,636,12.1,38.34,49.56,fox news,asian_fox news_
2007,hispanic,4644,12.08,49.72,38.19,cbs news,hispanic_cbs news_
2007,asian,3379,57.93,27.85,14.21,fox news,asian_fox news_
2007,hispanic,1778,39.74,36.03,24.23,le monde,hispanic_le monde_
2007,african,4277,10.37,42.14,47.48,associated press,african_associated press_
2007,hispanic,3794,50.61,25.54,23.85,le monde,hispanic_le monde_
2007,african,3051,45.17,22.94,31.89,cbs news,african_cbs news_
2007,middle eastern,1940,23.1,44.24,32.66,al jazeera,middle eastern_al jazeera_
2007,asian,760,53.27,49.2,-2.47,bbc,asian_bbc_
2007,asian,553,36,23.81,40.19,fox news,asian_fox news_
2007,african,3924,40.77,36.01,23.22,bloomberg,african_bloomberg_
2007,european,4998,29.08,47.07,23.86,ny times,european_ny times_
2007,middle eastern,1548,37.04,35.43,27.53,al jazeera,middle eastern_al jazeera_
2007,african,1663,20.83,23.3,55.87,fox news,african_fox news_
2007,indigenous,3646,28.08,34.86,37.06,washington post,indigenous_washington post_
2007,african,4753,35.37,48.09,16.54,deutsche welle,african_deutsche welle_
2007,hispanic,3175,15.51,23.89,60.6,ny times,hispanic_ny times_
2007,indigenous,4283,58.46,32.37,9.17,bloomberg,indigenous_bloomberg_
2007,african,3611,39.25,44.08,16.67,bbc,african_bbc_
2007,middle eastern,4133,11.2,42.28,46.52,hindu,middle eastern_the hindu_
2007,african,1122,41.03,22.15,36.82,guardian,african_the guardian_
2007,european,3817,39.77,36.5,23.74,bbc,european_bbc_
2007,indigenous,3689,50.43,26.76,22.81,times,indigenous_the times_
2007,hispanic,2917,56.82,46.21,-3.02,washington post,hispanic_washington post_
2007,indigenous,2649,51.79,30.72,17.49,nbc news,indigenous_nbc news_
2007,indigenous,1605,38.44,33.43,28.13,al jazeera,indigenous_al jazeera_
2008,hispanic,2761,38.51,27.73,33.76,cnn,hispanic_cnn_
2008,hispanic,2362,30.55,23.97,45.48,deutsche welle,hispanic_deutsche welle_
2008,indigenous,3884,48.85,38.32,12.82,fox news,indigenous_fox news_
2008,african,2304,13.92,22.04,64.04,ny times,african_ny times_
2008,african,4758,36.03,24.73,39.24,fox news,african_fox news_
2008,asian,790,26.59,32.48,40.93,ny times,asian_ny times_
2008,asian,4274,29.73,47.58,22.7,nbc news,asian_nbc news_
2008,indigenous,3144,54.46,32.1,13.44,hindu,indigenous_the hindu_
2008,asian,970,10.07,47.64,42.29,hindu,asian_the hindu_
2008,indigenous,1001,32.77,42.98,24.24,fox news,indigenous_fox news_
2008,hispanic,3051,35.61,34.81,29.57,bbc,hispanic_bbc_
2008,european,1440,41.01,24.64,34.35,reuters,european_reuters_
2008,hispanic,2624,24.25,35.99,39.76,cnn,hispanic_cnn_
2008,hispanic,4330,53.42,35.96,10.61,cnn,hispanic_cnn_
2008,indigenous,4136,17.87,21.93,60.21,al jazeera,indigenous_al jazeera_
2008,african,525,18.26,23.45,58.28,ny times,african_ny times_
2008,asian,2321,39.94,28.7,31.37,times,asian_the times_
2008,african,1894,26.33,42.94,30.74,abc news,african_abc news_
2008,african,3371,46.76,43.13,10.11,reuters,african_reuters_
2008,middle eastern,4326,41.39,22.7,35.92,abc news,middle eastern_abc news_
2008,middle eastern,2190,23.03,48,28.96,hindu,middle eastern_the hindu_
2008,hispanic,693,18.14,28.55,53.31,times,hispanic_the times_
2008,european,4737,50.76,30.74,18.5,ny times,european_ny times_
2008,hispanic,4283,35.97,21.02,43.01,times,hispanic_the times_
2008,indigenous,4923,54.04,23.33,22.63,deutsche welle,indigenous_deutsche welle_
2008,european,3126,14.54,30.25,55.21,abc news,european_abc news_
2008,indigenous,4325,17.17,26.99,55.84,cnn,indigenous_cnn_
2008,middle eastern,4256,37.97,29.99,32.04,bloomberg,middle eastern_bloomberg_
2008,indigenous,2867,35.05,49.88,15.07,al jazeera,indigenous_al jazeera_
2008,african,2374,40.14,36.83,23.03,associated press,african_associated press_
2008,indigenous,558,41.17,33.09,25.74,al jazeera,indigenous_al jazeera_
2008,hispanic,3136,44.04,32.82,23.14,nbc news,hispanic_nbc news_
2008,hispanic,2682,10.94,31.39,57.67,cbs news,hispanic_cbs news_
2008,hispanic,4771,14.02,40.93,45.05,cnn,hispanic_cnn_
2008,asian,2361,29.67,36.77,33.55,hindu,asian_the hindu_
2008,african,1350,37.65,31.5,30.84,al jazeera,african_al jazeera_
2008,middle eastern,2318,42.06,45.72,12.22,times,middle eastern_the times_
2008,indigenous,4277,21.83,42.91,35.25,bloomberg,indigenous_bloomberg_
2008,asian,1446,24.91,24.08,51,fox news,asian_fox news_
2008,asian,4840,31.1,24.98,43.92,reuters,asian_reuters_
2008,asian,4970,17.45,33.28,49.27,bloomberg,asian_bloomberg_
2008,middle eastern,1554,32.62,43.18,24.21,bloomberg,middle eastern_bloomberg_
2008,indigenous,4085,21.04,48.08,30.88,guardian,indigenous_the guardian_
2008,asian,1881,34.71,34.33,30.96,ny times,asian_ny times_
2008,indigenous,3587,46.27,29.69,24.04,times,indigenous_the times_
2008,african,3954,49.6,28.17,22.22,cnn,african_cnn_
2008,asian,1924,24.48,23.46,52.06,cnn,asian_cnn_
2008,european,1761,23.05,33.21,43.74,nbc news,european_nbc news_
2008,indigenous,2072,36.13,26.06,37.81,al jazeera,indigenous_al jazeera_
2008,african,3404,41.11,23.29,35.6,washington post,african_washington post_
2008,indigenous,4941,19.75,31.86,48.38,le monde,indigenous_le monde_
2008,asian,3799,38.24,40.44,21.32,deutsche welle,asian_deutsche welle_
2008,middle eastern,860,22.57,20.68,56.75,deutsche welle,middle eastern_deutsche welle_
2008,african,2475,29.63,40.97,29.4,hindu,african_the hindu_
2008,hispanic,1109,58.62,34.18,7.2,bbc,hispanic_bbc_
2008,asian,4091,15.86,35,49.14,bbc,asian_bbc_
2008,middle eastern,822,26.32,35.25,38.42,le monde,middle eastern_le monde_
2008,african,4875,10.71,35.89,53.4,le monde,african_le monde_
2008,hispanic,1881,26.72,33.41,39.87,washington post,hispanic_washington post_
2008,middle eastern,4912,51.05,27.56,21.39,reuters,middle eastern_reuters_
2008,asian,1864,40.2,46.1,13.7,abc news,asian_abc news_
2008,african,3615,46.31,47.99,5.7,bbc,african_bbc_
2008,middle eastern,2732,58.05,28.19,13.76,le monde,middle eastern_le monde_
2008,asian,780,21.16,49.19,29.64,abc news,asian_abc news_
2008,asian,3943,58.04,44.82,-2.86,al jazeera,asian_al jazeera_
2008,indigenous,1125,41.36,37.76,20.88,reuters,indigenous_reuters_
2008,asian,4883,41.75,45.35,12.9,associated press,asian_associated press_
2008,hispanic,4688,26.9,45.75,27.35,al jazeera,hispanic_al jazeera_
2008,indigenous,1712,22.44,32.49,45.07,ny times,indigenous_ny times_
2008,middle eastern,1156,44.34,42.77,12.89,reuters,middle eastern_reuters_
2008,indigenous,3024,32.04,42.76,25.2,ny times,indigenous_ny times_
2008,african,4674,30.39,24.41,45.2,reuters,african_reuters_
2008,indigenous,1706,30.18,27.7,42.12,cbs news,indigenous_cbs news_
2008,indigenous,2870,27,21.33,51.67,deutsche welle,indigenous_deutsche welle_
2008,european,1759,24.18,41.77,34.05,abc news,european_abc news_
2008,middle eastern,4301,19.69,45.98,34.32,nbc news,middle eastern_nbc news_
2008,asian,1187,11,28.37,60.62,deutsche welle,asian_deutsche welle_
2008,european,3408,37.97,30.24,31.79,times,european_the times_
2008,middle eastern,3306,57.11,33.92,8.97,associated press,middle eastern_associated press_
2008,indigenous,1911,48.61,48.34,3.05,nbc news,indigenous_nbc news_
2008,middle eastern,1142,58.9,21.25,19.85,associated press,middle eastern_associated press_
2008,african,3607,12.6,40.84,46.56,deutsche welle,african_deutsche welle_
2008,indigenous,1407,27.73,38.38,33.89,bloomberg,indigenous_bloomberg_
2008,indigenous,1700,58.72,42.14,-0.87,deutsche welle,indigenous_deutsche welle_
2008,european,1677,31.4,40.24,28.36,le monde,european_le monde_
2008,middle eastern,4547,49.66,32.18,18.16,guardian,middle eastern_the guardian_
2008,middle eastern,4568,54.46,23.6,21.94,le monde,middle eastern_le monde_
2008,african,2745,35.17,24.78,40.05,bloomberg,african_bloomberg_
2008,african,4689,44.91,46.71,8.37,deutsche welle,african_deutsche welle_
2008,african,4737,10.03,45.54,44.43,associated press,african_associated press_
2008,european,3615,33.11,23.34,43.55,washington post,european_washington post_
2008,asian,1053,58.1,22.23,19.67,cbs news,asian_cbs news_
2008,middle eastern,2762,38.23,33.46,28.31,cnn,middle eastern_cnn_
2008,indigenous,4641,29.64,41.2,29.16,cnn,indigenous_cnn_
2008,middle eastern,2219,15.16,49.58,35.26,le monde,middle eastern_le monde_
2008,asian,4744,41.4,28.86,29.74,associated press,asian_associated press_
2008,hispanic,728,48.72,23.43,27.85,le monde,hispanic_le monde_
2008,european,940,57.04,29.69,13.27,reuters,european_reuters_
2008,middle eastern,3096,34.94,39.68,25.38,bloomberg,middle eastern_bloomberg_
2008,indigenous,1460,25.63,42.18,32.19,washington post,indigenous_washington post_
2008,middle eastern,4182,41.4,31.59,27.01,bbc,middle eastern_bbc_
2008,indigenous,1327,34.99,48.94,16.07,hindu,indigenous_the hindu_
2008,african,2236,30.42,47.88,21.7,associated press,african_associated press_
2008,hispanic,1187,43.16,40.86,15.98,al jazeera,hispanic_al jazeera_
2008,european,4671,45.27,23.42,31.31,bbc,european_bbc_
2008,african,4284,22.87,29.84,47.28,associated press,african_associated press_
2008,middle eastern,4167,52.87,39.76,7.37,guardian,middle eastern_the guardian_
2008,hispanic,2310,20.38,29.66,49.96,al jazeera,hispanic_al jazeera_
2008,asian,2212,17.92,41.86,40.23,washington post,asian_washington post_
2008,african,4134,36.04,32.78,31.19,hindu,african_the hindu_
2008,african,1385,40.54,23.69,35.77,cbs news,african_cbs news_
2008,hispanic,4878,40.47,23.63,35.9,bloomberg,hispanic_bloomberg_
2008,african,2197,57.86,42.34,-0.2,abc news,african_abc news_
2008,middle eastern,2891,15.02,46.01,38.98,abc news,middle eastern_abc news_
2008,african,776,19.66,32.78,47.56,times,african_the times_
2008,indigenous,1135,14.15,32.29,53.55,cbs news,indigenous_cbs news_
2008,indigenous,1902,40.93,21.69,37.39,abc news,indigenous_abc news_
2008,middle eastern,691,48.3,24.06,27.65,cbs news,middle eastern_cbs news_
2008,asian,3297,22.85,44.76,32.39,le monde,asian_le monde_
2008,european,1005,18.62,46.38,35,reuters,european_reuters_
2009,hispanic,1190,23.58,49.99,26.43,washington post,hispanic_washington post_
2009,european,1754,25.07,33.51,41.42,ny times,european_ny times_
2009,indigenous,2690,27.02,40.26,32.71,nbc news,indigenous_nbc news_
2009,indigenous,3921,51.65,37.22,11.13,fox news,indigenous_fox news_
2009,hispanic,2591,22.26,27.37,50.37,reuters,hispanic_reuters_
2009,middle eastern,3547,10.67,35.17,54.16,bloomberg,middle eastern_bloomberg_
2009,indigenous,776,51.31,41.08,7.6,times,indigenous_the times_
2009,european,1831,18.52,31.3,50.18,associated press,european_associated press_
2009,hispanic,3578,47.59,48.31,4.1,hindu,hispanic_the hindu_
2009,hispanic,4377,35.19,20.84,43.97,ny times,hispanic_ny times_
2009,middle eastern,4824,35,37.91,27.09,ny times,middle eastern_ny times_
2009,european,2588,58.36,38.92,2.72,cbs news,european_cbs news_
2009,hispanic,860,26.98,26.7,46.31,cbs news,hispanic_cbs news_
2009,european,679,26.52,39.27,34.21,guardian,european_the guardian_
2009,indigenous,1942,58,23.08,18.92,associated press,indigenous_associated press_
2009,asian,3315,32.03,35.71,32.26,bloomberg,asian_bloomberg_
2009,african,4493,25.42,26.51,48.08,nbc news,african_nbc news_
2009,african,3171,22.6,31.63,45.77,associated press,african_associated press_
2009,european,3777,18.85,34.14,47.02,washington post,european_washington post_
2009,hispanic,3114,14.38,46.91,38.71,times,hispanic_the times_
2009,african,4222,52.4,42.77,4.83,hindu,african_the hindu_
2009,african,1999,25.52,28.96,45.52,ny times,african_ny times_
2009,asian,1691,17.12,26.06,56.83,al jazeera,asian_al jazeera_
2009,european,2909,13.76,38.22,48.02,le monde,european_le monde_
2009,indigenous,2279,32.79,27.67,39.54,nbc news,indigenous_nbc news_
2009,indigenous,4154,54.97,22.79,22.24,associated press,indigenous_associated press_
2009,asian,3924,59.53,37.17,3.3,abc news,asian_abc news_
2009,indigenous,1009,33.45,34.97,31.58,bbc,indigenous_bbc_
2009,asian,2679,53.56,25.93,20.5,washington post,asian_washington post_
2009,european,2022,46.47,38.42,15.12,bbc,european_bbc_
2009,asian,620,44.96,41.07,13.97,al jazeera,asian_al jazeera_
2009,european,3277,17.96,47,35.04,le monde,european_le monde_
2009,african,2551,56.04,45.16,-1.2,guardian,african_the guardian_
2009,asian,4458,57.99,48.55,-6.54,cbs news,asian_cbs news_
2009,middle eastern,2756,36.18,39.97,23.85,guardian,middle eastern_the guardian_
2009,european,4620,55.97,28.48,15.55,guardian,european_the guardian_
2009,african,4741,10.07,35.88,54.06,guardian,african_the guardian_
2009,asian,3973,59.59,48.64,-8.23,washington post,asian_washington post_
2009,middle eastern,2364,42.24,39.8,17.96,reuters,middle eastern_reuters_
2009,middle eastern,1644,37.27,38.92,23.82,hindu,middle eastern_the hindu_
2009,middle eastern,2057,34.42,30.95,34.62,nbc news,middle eastern_nbc news_
2009,middle eastern,4213,14.88,42,43.12,cnn,middle eastern_cnn_
2009,middle eastern,2511,20.67,48.54,30.78,le monde,middle eastern_le monde_
2009,middle eastern,1239,43.18,37.21,19.61,bbc,middle eastern_bbc_
2009,asian,3877,34.89,38.81,26.3,guardian,asian_the guardian_
2009,middle eastern,3121,52.35,42.26,5.39,abc news,middle eastern_abc news_
2009,hispanic,3242,15.69,33.37,50.94,cbs news,hispanic_cbs news_
2009,european,3951,24.9,40.94,34.17,guardian,european_the guardian_
2009,indigenous,3945,17.39,27.36,55.25,nbc news,indigenous_nbc news_
2009,indigenous,3144,58.35,24.18,17.46,le monde,indigenous_le monde_
2009,african,3410,29.65,49.37,20.98,cbs news,african_cbs news_
2009,indigenous,823,43.74,34.82,21.44,bloomberg,indigenous_bloomberg_
2009,asian,3970,51.92,45.41,2.67,times,asian_the times_
2009,african,1513,40.01,42.38,17.61,hindu,african_the hindu_
2009,hispanic,2585,12.36,36.08,51.56,le monde,hispanic_le monde_
2009,middle eastern,2204,35.45,28.62,35.93,abc news,middle eastern_abc news_
2009,hispanic,972,51.71,34.83,13.46,washington post,hispanic_washington post_
2009,hispanic,3300,46.2,42.46,11.35,reuters,hispanic_reuters_
2009,asian,4743,23.15,44.39,32.45,reuters,asian_reuters_
2009,middle eastern,2653,37.82,35.95,26.23,deutsche welle,middle eastern_deutsche welle_
2009,african,1723,52.92,45.92,1.17,reuters,african_reuters_
2009,middle eastern,1052,17.84,36.93,45.23,times,middle eastern_the times_
2009,indigenous,2839,44.84,32.88,22.28,guardian,indigenous_the guardian_
2009,african,662,59.52,26.72,13.76,fox news,african_fox news_
2009,european,711,25.92,46.9,27.17,times,european_the times_
2009,indigenous,3929,10.77,44.26,44.97,ny times,indigenous_ny times_
2009,indigenous,539,26.07,48.83,25.09,al jazeera,indigenous_al jazeera_
2009,middle eastern,2136,13.29,42.62,44.09,al jazeera,middle eastern_al jazeera_
2009,african,636,56.97,20.79,22.24,fox news,african_fox news_
2009,hispanic,1450,52.94,29.2,17.85,ny times,hispanic_ny times_
2009,african,939,53.39,38.16,8.45,bloomberg,african_bloomberg_
2009,african,3221,48.49,20.99,30.52,washington post,african_washington post_
2009,european,2167,23.1,49.79,27.11,ny times,european_ny times_
2009,middle eastern,2536,36.34,20.38,43.28,times,middle eastern_the times_
2009,african,608,18.57,49.83,31.6,bbc,african_bbc_
2009,indigenous,4957,50.76,40.01,9.23,bloomberg,indigenous_bloomberg_
2009,middle eastern,2385,48.11,33,18.9,deutsche welle,middle eastern_deutsche welle_
2009,asian,2254,15.22,34.53,50.25,abc news,asian_abc news_
2009,middle eastern,2643,28.99,26.86,44.15,le monde,middle eastern_le monde_
2009,asian,4109,48.58,41.77,9.66,guardian,asian_the guardian_
2009,middle eastern,3802,22.38,29.71,47.91,abc news,middle eastern_abc news_
2009,african,4498,57.93,27.13,14.94,bloomberg,african_bloomberg_
2009,european,641,24.96,38.71,36.33,abc news,european_abc news_
2009,hispanic,2538,19.13,20.32,60.56,nbc news,hispanic_nbc news_
2009,asian,3152,41.86,46.2,11.94,deutsche welle,asian_deutsche welle_
2009,middle eastern,3218,15.98,24.16,59.86,al jazeera,middle eastern_al jazeera_
2009,middle eastern,1897,49.07,44.03,6.9,hindu,middle eastern_the hindu_
2009,hispanic,1831,27.74,42.68,29.58,cnn,hispanic_cnn_
2009,european,4203,24.32,24.08,51.6,abc news,european_abc news_
2009,european,4325,28.55,31.69,39.76,cbs news,european_cbs news_
2009,african,3383,58.06,43.66,-1.72,cbs news,african_cbs news_
2009,european,2376,45.21,26.6,28.19,reuters,european_reuters_
2009,indigenous,665,53.36,35.68,10.96,al jazeera,indigenous_al jazeera_
2009,asian,3448,13.43,24.1,62.47,bloomberg,asian_bloomberg_
2009,european,4952,50.38,40.62,9,associated press,european_associated press_
2009,african,2949,14.08,36.16,49.76,al jazeera,african_al jazeera_
2009,asian,3109,23.54,23.66,52.8,reuters,asian_reuters_
2009,african,3713,37.23,41.9,20.87,ny times,african_ny times_
2009,european,1085,31.33,28.57,40.1,abc news,european_abc news_
2009,european,770,19.69,48.03,32.28,hindu,european_the hindu_
2009,african,1685,52.63,27.75,19.62,hindu,african_the hindu_
2009,african,2901,38.69,39.33,21.98,abc news,african_abc news_
2009,asian,1577,57.57,49.11,-6.68,reuters,asian_reuters_
2009,european,1517,10.34,30.88,58.78,hindu,european_the hindu_
2009,indigenous,1417,24.71,29.84,45.45,cnn,indigenous_cnn_
2009,european,647,49.97,41.96,8.07,guardian,european_the guardian_
2009,indigenous,4171,44.14,27.67,28.19,le monde,indigenous_le monde_
2009,asian,724,37.75,36.42,25.83,abc news,asian_abc news_
2009,african,2992,53.18,27.6,19.22,le monde,african_le monde_
2009,african,2812,18.99,24.97,56.04,guardian,african_the guardian_
2009,middle eastern,2461,18.41,42.47,39.12,hindu,middle eastern_the hindu_
2009,indigenous,4341,47.54,37.19,15.26,bloomberg,indigenous_bloomberg_
2009,middle eastern,591,28.22,27.53,44.25,reuters,middle eastern_reuters_
2009,indigenous,2080,45.08,41.58,13.34,abc news,indigenous_abc news_
2009,indigenous,1680,16.04,21.63,62.33,bloomberg,indigenous_bloomberg_
2009,african,703,45.57,29.76,24.68,bloomberg,african_bloomberg_
2009,middle eastern,2347,56.44,24.05,19.51,cnn,middle eastern_cnn_
2009,middle eastern,532,18.18,26.11,55.71,times,middle eastern_the times_
2009,african,3854,21.81,21.04,57.15,abc news,african_abc news_
2009,african,2698,57.58,26.05,16.37,cnn,african_cnn_
2010,asian,3081,20.54,39.92,39.55,times,asian_the times_
2010,african,644,32.48,41.91,25.61,guardian,african_the guardian_
2010,asian,2819,49.08,30.04,20.88,le monde,asian_le monde_
2010,european,1648,36.19,40.31,23.5,guardian,european_the guardian_
2010,european,705,17.62,42.14,40.25,reuters,european_reuters_
2010,hispanic,1726,52.15,41.74,6.12,le monde,hispanic_le monde_
2010,european,2369,39.16,24.12,36.72,al jazeera,european_al jazeera_
2010,european,1759,56.56,35.7,7.74,cnn,european_cnn_
2010,middle eastern,3083,47.93,40.78,11.29,fox news,middle eastern_fox news_
2010,hispanic,1396,14.39,38.71,46.89,ny times,hispanic_ny times_
2010,indigenous,3983,26.66,20.32,53.02,ny times,indigenous_ny times_
2010,asian,2092,11.85,30.17,57.98,bbc,asian_bbc_
2010,middle eastern,1459,33.33,42.77,23.9,washington post,middle eastern_washington post_
2010,african,4792,31.02,36.05,32.94,times,african_the times_
2010,african,4368,17.1,47.03,35.87,washington post,african_washington post_
2010,indigenous,3101,43.6,32.45,23.95,times,indigenous_the times_
2010,hispanic,3238,41.6,46.96,11.45,le monde,hispanic_le monde_
2010,indigenous,2054,48.71,20.09,31.2,le monde,indigenous_le monde_
2010,middle eastern,798,18.38,49.5,32.11,bbc,middle eastern_bbc_
2010,european,856,39.83,45.5,14.67,fox news,european_fox news_
2010,middle eastern,4656,15.73,33.08,51.19,bloomberg,middle eastern_bloomberg_
2010,indigenous,1498,58.21,46.42,-4.63,hindu,indigenous_the hindu_
2010,asian,2612,11.75,25.65,62.6,fox news,asian_fox news_
2010,asian,4659,25.38,24.52,50.1,le monde,asian_le monde_
2010,african,4715,36.08,29.84,34.08,washington post,african_washington post_
2010,african,631,34.83,23.99,41.18,times,african_the times_
2010,african,2921,32.13,22.71,45.16,hindu,african_the hindu_
2010,indigenous,777,12.21,27.69,60.1,hindu,indigenous_the hindu_
2010,european,4768,17.84,24.19,57.97,le monde,european_le monde_
2010,african,1169,46.44,38.5,15.06,bbc,african_bbc_
2010,african,1946,44.38,41.37,14.25,hindu,african_the hindu_
2010,european,4651,37.02,41.29,21.7,reuters,european_reuters_
2010,hispanic,770,32.32,36.16,31.52,times,hispanic_the times_
2010,asian,3121,27.73,42.56,29.71,ny times,asian_ny times_
2010,european,4731,28.28,39.63,32.09,cbs news,european_cbs news_
2010,european,4851,27.83,39.19,32.98,fox news,european_fox news_
2010,european,4944,49.16,36.01,14.83,bloomberg,european_bloomberg_
2010,indigenous,568,42.51,26.96,30.53,al jazeera,indigenous_al jazeera_
2010,middle eastern,3353,41.41,21.19,37.39,cbs news,middle eastern_cbs news_
2010,asian,4082,34.07,28.58,37.35,bbc,asian_bbc_
2010,european,2109,37.35,36.94,25.71,cbs news,european_cbs news_
2010,middle eastern,4866,29.16,46.64,24.2,ny times,middle eastern_ny times_
2010,european,1118,24.58,47.94,27.48,associated press,european_associated press_
2010,indigenous,1604,48.59,43.84,7.57,reuters,indigenous_reuters_
2010,african,3858,43.84,48.66,7.5,fox news,african_fox news_
2010,asian,2784,25.33,25.54,49.13,guardian,asian_the guardian_
2010,european,2055,55.69,45.43,-1.12,hindu,european_the hindu_
2010,middle eastern,3040,31.13,41.04,27.83,associated press,middle eastern_associated press_
2010,indigenous,1201,17.11,43.38,39.51,deutsche welle,indigenous_deutsche welle_
2010,hispanic,2387,24.14,35.7,40.16,associated press,hispanic_associated press_
2010,middle eastern,1286,31.1,49.05,19.84,al jazeera,middle eastern_al jazeera_
2010,indigenous,3986,22.85,36.11,41.03,abc news,indigenous_abc news_
2010,indigenous,2045,29.33,46.23,24.44,bloomberg,indigenous_bloomberg_
2010,asian,1697,35.34,21.01,43.65,washington post,asian_washington post_
2010,middle eastern,1244,35.1,32.24,32.66,fox news,middle eastern_fox news_
2010,european,2226,24.74,32.27,42.99,guardian,european_the guardian_
2010,middle eastern,4781,38.67,34.22,27.12,ny times,middle eastern_ny times_
2010,asian,2678,29.59,29.72,40.69,ny times,asian_ny times_
2010,indigenous,913,52.55,21.54,25.91,al jazeera,indigenous_al jazeera_
2010,asian,4353,31.4,23.43,45.17,nbc news,asian_nbc news_
2010,european,4479,15.47,36.63,47.9,al jazeera,european_al jazeera_
2010,asian,3532,22.83,46.14,31.03,bbc,asian_bbc_
2010,indigenous,4202,12.75,28,59.25,fox news,indigenous_fox news_
2010,european,3367,23.81,21.02,55.16,cnn,european_cnn_
2010,indigenous,748,44.38,42.41,13.2,times,indigenous_the times_
